trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.corr,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
99,0,99,0,5,189.95093859999906,189.95093859999906,0.012890700018033385,[0.28703703703703703],[-0.12314814814814815],[1],[0],[0],[2.0170701000024565],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
100,0,100,0,10,192.00038790004328,192.00038790004328,0.026531500043347478,[-0.25462962962962965],[-0.21296296296296297],[1],[0],[0],[2.587799599976279],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
101,0,101,0,5,194.6017418000265,194.6017418000265,0.01488869998138398,[0.05092592592592592],[-0.20185185185185187],[1],[0],[0],[1.2155274999677204],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
102,0,102,0,5,195.83305560000008,195.83305560000008,0.011869899986777455,[-0.22407407407407406],[-0.4388888888888889],[1],[0],[0],[2.351927899988368],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
103,0,103,0,10,198.2237913000281,198.2237913000281,0.028860900027211756,[0.4685185185185185],[-0.4722222222222222],[1],[0],[0],[2.0402341000153683],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
104,0,104,0,5,200.30255990003934,200.30255990003934,0.026602700003422797,[-0.4425925925925926],[0.2675925925925926],[1],[0],[0],[1.7748105999780819],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
105,0,105,0,5,202.10893580003176,202.10893580003176,0.027906800038181245,[0.31203703703703706],[-0.16296296296296298],[1],[0],[0],[1.9164997999905609],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
106,0,106,0,5,204.06070620001992,204.06070620001992,0.02990760002285242,[-0.3212962962962963],[-0.07962962962962963],[1],[0],[0],[1.7148657999932766],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
107,0,107,0,5,205.79612070001895,205.79612070001895,0.019937500008381903,[-0.32592592592592595],[0.3398148148148148],[1],[0],[0],[1.2404962999862619],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
108,0,108,0,10,207.0767147000297,207.0767147000297,0.02696350001497194,[-0.3101851851851852],[0.4212962962962963],[1],[0],[0],[1.7079883000114933],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
109,0,109,0,5,208.8313014000305,208.8313014000305,0.03856319998158142,[-0.012037037037037037],[-0.36666666666666664],[1],[0],[0],[1.7480458000209183],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
110,0,110,0,10,210.62095320003573,210.62095320003573,0.035496899974532425,[-0.23796296296296296],[-0.31851851851851853],[1],[0],[0],[1.4749613999738358],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
111,0,111,0,5,212.16711330000544,212.16711330000544,0.0526774000027217,[0.21481481481481482],[0.2101851851851852],[1],[0],[0],[1.4250035000150092],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
112,0,112,0,5,213.626939400041,213.626939400041,0.03973830002360046,[0.2111111111111111],[0.28425925925925927],[1],[0],[0],[1.1697970000095665],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
113,0,113,0,5,214.83979840000393,214.83979840000393,0.03419510001549497,[0.09722222222222222],[0.17685185185185184],[1],[0],[0],[1.1431465999921784],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
114,0,114,0,5,216.0017759000184,216.0017759000184,0.021867500036023557,[-0.19814814814814816],[-0.14907407407407408],[1],[0],[0],[1.3069794999901205],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
115,0,115,0,10,217.38421749998815,217.38421749998815,0.0600432000355795,[-0.4722222222222222],[0.3],[1],[0],[0],[3.471386799996253],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
116,0,116,0,10,220.93212880002102,220.93212880002102,0.05836460000136867,[0.019444444444444445],[0.17407407407407408],[1],[0],[0],[1.1757441000081599],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
117,0,117,0,10,222.14063620002707,222.14063620002707,0.0401733000180684,[0.3055555555555556],[-0.4981481481481482],[1],[0],[0],[5.015150599996559],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
118,0,118,0,10,227.222607600037,227.222607600037,0.031156500044744462,[-0.19722222222222222],[-0.35833333333333334],[1],[0],[0],[3.00066489999881],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
119,0,119,0,10,230.24912170000607,230.24912170000607,0.04814719996647909,[0.3638888888888889],[-0.10648148148148148],[1],[0],[0],[2.2954067999962717],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
120,0,120,0,5,232.57455140003003,232.57455140003003,0.024860499950591475,[0.004629629629629629],[-0.3712962962962963],[1],[0],[0],[1.3396124999853782],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
121,0,121,0,10,233.9599271999905,233.9599271999905,0.0338190000038594,[-0.24259259259259258],[0.3138888888888889],[1],[0],[0],[2.544481699995231],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
122,0,122,0,5,236.5307090000133,236.5307090000133,0.0259576000389643,[-0.125],[0.23981481481481481],[1],[0],[0],[1.0835803999798372],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
123,0,123,0,5,237.64852940000128,237.64852940000128,0.025538099987898022,[-0.28425925925925927],[-0.11296296296296296],[1],[0],[0],[1.2693424000171944],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
124,0,124,0,10,238.96567380003398,238.96567380003398,0.044690600014291704,[-0.4185185185185185],[-0.16666666666666666],[1],[0],[0],[1.8111043000244536],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
125,0,125,0,10,240.8366081000422,240.8366081000422,0.047163099981844425,[-0.41203703703703703],[-0.12129629629629629],[1],[0],[0],[1.3454732000245713],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
126,0,126,0,5,242.20659080002224,242.20659080002224,0.02490720001515001,[-0.20925925925925926],[0.024074074074074074],[1],[0],[0],[1.0435796999954619],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
127,0,127,0,10,243.28240540000843,243.28240540000843,0.02625240001361817,[-0.09074074074074075],[0.2518518518518518],[1],[0],[0],[1.4255312000168487],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
128,0,128,0,5,244.7445137000177,244.7445137000177,0.03015489998506382,[-0.30925925925925923],[0.09351851851851851],[1],[0],[0],[1.3549068000284024],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
129,0,129,0,10,246.15674190002028,246.15674190002028,0.04830800002673641,[0.013888888888888888],[-0.4444444444444444],[1],[0],[0],[2.4688840999733657],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
130,0,130,0,5,248.6527740000165,248.6527740000165,0.024347600003238767,[0.26944444444444443],[-0.43148148148148147],[1],[0],[0],[1.329368999984581],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
131,0,131,0,10,250.04045999998925,250.04045999998925,0.044902299996465445,[-0.4842592592592593],[0.41759259259259257],[1],[0],[0],[2.7551702999626286],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
132,0,132,0,5,252.82410190004157,252.82410190004157,0.028242699976544827,[-0.34074074074074073],[0.21851851851851853],[1],[0],[0],[1.1598856000346132],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
133,0,133,0,10,254.04788369999733,254.04788369999733,0.04626510001253337,[0.13333333333333333],[0.4685185185185185],[1],[0],[0],[4.51130730001023],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
134,0,134,0,5,258.5815658000065,258.5815658000065,0.026564599946141243,[-0.3453703703703704],[-0.2351851851851852],[1],[0],[0],[2.2061837000073865],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
135,0,135,0,10,260.8542443999904,260.8542443999904,0.049459600006230175,[0.12037037037037036],[-0.24074074074074073],[1],[0],[0],[1.6571461000130512],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
136,0,136,0,10,262.55345330003183,262.55345330003183,0.039888700004667044,[0.4212962962962963],[-0.1814814814814815],[1],[0],[0],[1.706376799964346],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
137,0,137,0,10,264.3004105000291,264.3004105000291,0.038663199986331165,[-0.0962962962962963],[0.22407407407407406],[1],[0],[0],[1.2763142000185326],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
138,0,138,0,10,265.62870510003995,265.62870510003995,0.04011619999073446,[-0.30925925925925923],[0.35],[1],[0],[0],[1.5732799000106752],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
139,0,139,0,5,267.2287977000233,267.2287977000233,0.027601499983575195,[-0.40185185185185185],[0.3712962962962963],[1],[0],[0],[1.0110862999572419],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
140,0,140,0,10,268.30045050004264,268.30045050004264,0.049073099973611534,[-0.4222222222222222],[-0.2324074074074074],[1],[0],[0],[1.3797207999741659],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
141,0,141,0,5,269.6910693999962,269.6910693999962,0.013974899949971586,[0.4324074074074074],[0.03981481481481482],[1],[0],[0],[1.5639187000342645],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
142,0,142,0,5,271.2956163000199,271.2956163000199,0.026392599975224584,[-0.34444444444444444],[-0.40925925925925927],[1],[0],[0],[1.8003645000280812],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
143,0,143,0,5,273.1304076000233,273.1304076000233,0.027827000012621284,[0.08611111111111111],[-0.46944444444444444],[1],[0],[0],[1.748573100019712],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
144,0,144,0,5,274.91304020001553,274.91304020001553,0.027519900002516806,[0.27685185185185185],[-0.030555555555555555],[1],[0],[0],[1.2157483999617398],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
145,0,145,0,5,276.1546042000409,276.1546042000409,0.02400360000319779,[0.05185185185185185],[-0.39166666666666666],[1],[0],[0],[1.2358545999741182],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
146,0,146,0,5,277.4199152000365,277.4199152000365,0.01986100000794977,[-0.4111111111111111],[-0.4546296296296296],[1],[0],[0],[1.6749360000248998],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
147,0,147,0,10,279.15244219999295,279.15244219999295,0.04818489996250719,[-0.11666666666666667],[-0.29444444444444445],[1],[0],[0],[1.2344334999797866],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
148,0,148,0,5,280.41458139999304,280.41458139999304,0.025280300003942102,[-0.487962962962963],[0.1287037037037037],[1],[0],[0],[1.5629935000324622],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
149,0,149,0,5,282.0183903000434,282.0183903000434,0.029125900007784367,[-0.4564814814814815],[-0.12962962962962962],[1],[0],[0],[1.2630253999959677],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
150,0,150,0,10,283.3402367000235,283.3402367000235,0.052348600002005696,[-0.30833333333333335],[-0.3314814814814815],[1],[0],[0],[1.6207892000093125],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
151,0,151,0,5,284.9901513000368,284.9901513000368,0.02657250000629574,[0.08333333333333333],[0.08981481481481482],[1],[0],[0],[1.4055506000295281],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
152,0,152,0,5,286.4270586000057,286.4270586000057,0.02416769997216761,[-0.2824074074074074],[0.3148148148148148],[1],[0],[0],[1.8192721000523306],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
153,0,153,0,10,288.31857740000123,288.31857740000123,0.05496580002363771,[0.3333333333333333],[0.43796296296296294],[1],[0],[0],[1.8854963000048883],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
154,0,154,0,5,290.2096332000219,290.2096332000219,0.012689399998635054,[-0.325],[0.4111111111111111],[1],[0],[0],[1.1346264999592677],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
155,0,155,0,10,291.37326379999286,291.37326379999286,0.022734099999070168,[-0.3787037037037037],[0.02962962962962963],[1],[0],[0],[1.5569904999574646],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
156,0,156,0,10,292.9593920999905,292.9593920999905,0.02502270002150908,[-0.18333333333333332],[-0.34074074074074073],[1],[0],[0],[1.8722803999553435],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
157,0,157,0,10,294.86135210003704,294.86135210003704,0.027939199993852526,[0.4685185185185185],[0.1361111111111111],[1],[0],[0],[2.1031188999768347],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
158,0,158,0,5,296.9772523000138,296.9772523000138,0.012967599963303655,[0.32407407407407407],[0.38981481481481484],[1],[0],[0],[1.1175293999840505],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
159,0,159,0,10,298.13149370002793,298.13149370002793,0.02845270000398159,[-0.06574074074074074],[-0.4787037037037037],[1],[0],[0],[3.352013800002169],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
160,0,160,0,5,301.5021114000119,301.5021114000119,0.016400499967858195,[0.22962962962962963],[-0.16574074074074074],[1],[0],[0],[1.3460239000269212],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
161,0,161,0,5,302.8702643000288,302.8702643000288,0.0184414999675937,[-0.3472222222222222],[-0.41759259259259257],[1],[0],[0],[1.777861600043252],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
162,0,162,0,5,304.66225699998904,304.66225699998904,0.012700499966740608,[-0.21296296296296297],[-0.3972222222222222],[1],[0],[0],[1.3180340999970213],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
163,0,163,0,10,306.01436999998987,306.01436999998987,0.02725559996906668,[-0.06666666666666667],[0.28888888888888886],[1],[0],[0],[1.5362884000060149],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
164,0,164,0,5,307.56950819998747,307.56950819998747,0.016252200002782047,[0.08148148148148149],[-0.4666666666666667],[1],[0],[0],[2.1134786999900825],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
165,0,165,0,10,309.7142402000027,309.7142402000027,0.023431100009474903,[0.17777777777777778],[0.003703703703703704],[1],[0],[0],[1.0715020999778062],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
166,0,166,0,10,310.81307110004127,310.81307110004127,0.02487919997656718,[0.25833333333333336],[0.1175925925925926],[1],[0],[0],[1.07199640001636],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
167,0,167,0,5,311.89928419998614,311.89928419998614,0.014392099983524531,[0.19074074074074074],[0.3574074074074074],[1],[0],[0],[1.7504442000063136],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
168,0,168,0,10,313.6786441000295,313.6786441000295,0.023017400002572685,[-0.2101851851851852],[-0.362962962962963],[1],[0],[0],[2.090315399982501],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
169,0,169,0,5,315.7829778000014,315.7829778000014,0.01336849998915568,[-0.13148148148148148],[-0.19722222222222222],[1],[0],[0],[1.0339423000114039],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
170,0,170,0,10,316.84676019998733,316.84676019998733,0.02308940002694726,[0.26944444444444443],[0.47314814814814815],[1],[0],[0],[2.3242580000078306],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
171,0,171,0,5,319.1827625000151,319.1827625000151,0.012619299988728017,[-0.3453703703703704],[-0.017592592592592594],[1],[0],[0],[2.034648000029847],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
172,0,172,0,5,321.23411510000005,321.23411510000005,0.012304300034884363,[0.4222222222222222],[0.05277777777777778],[1],[0],[0],[1.2184694999596104],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
173,0,173,0,10,322.4825759000378,322.4825759000378,0.02304939995519817,[0.13796296296296295],[0.3314814814814815],[1],[0],[0],[1.188360600033775],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
174,0,174,0,10,323.705507900042,323.705507900042,0.031011300045065582,[-0.18981481481481483],[-0.14629629629629629],[1],[0],[0],[1.3000539999920875],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
175,0,175,0,5,325.0173760000034,325.0173760000034,0.012945099966600537,[0.2638888888888889],[-0.3138888888888889],[1],[0],[0],[1.6181286000064574],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
176,0,176,0,10,326.67579900001874,326.67579900001874,0.030194199993275106,[0.2796296296296296],[-0.2064814814814815],[1],[0],[0],[1.233394999988377],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
177,0,177,0,5,327.9178355000331,327.9178355000331,0.012340900022536516,[0.3175925925925926],[-0.14166666666666666],[1],[0],[0],[0.7680638000019826],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
178,0,178,0,5,328.7077719999943,328.7077719999943,0.017707200022414327,[-0.40555555555555556],[0.47962962962962963],[1],[0],[0],[3.0965970000252128],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
179,0,179,0,5,331.82301370002097,331.82301370002097,0.013084399979561567,[0.062037037037037036],[0.4787037037037037],[1],[0],[0],[1.5658717000042088],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
180,0,180,0,5,333.40357439999934,333.40357439999934,0.012918399996124208,[0.41203703703703703],[-0.18888888888888888],[1],[0],[0],[1.7669567000120878],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
181,0,181,0,10,335.20142500003567,335.20142500003567,0.02317810000386089,[-0.23703703703703705],[-0.012962962962962963],[1],[0],[0],[2.3409635000280105],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
182,0,182,0,10,337.57143830001587,337.57143830001587,0.02527459996053949,[-0.2916666666666667],[-0.4351851851851852],[1],[0],[0],[2.069862100004684],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
183,0,183,0,5,339.6541234999895,339.6541234999895,0.012269800005014986,[0.26666666666666666],[0.2175925925925926],[1],[0],[0],[1.3184548999997787],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
184,0,184,0,10,341.0038982999977,341.0038982999977,0.022533400042448193,[-0.037037037037037035],[0.10277777777777777],[1],[0],[0],[2.3081753999576904],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
185,0,185,0,10,343.33910630003083,343.33910630003083,0.02577969996491447,[0.39814814814814814],[0.4787037037037037],[1],[0],[0],[2.7883437999989837],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
186,0,186,0,5,346.139544100035,346.139544100035,0.012770499975886196,[0.2962962962962963],[-0.06296296296296296],[1],[0],[0],[1.6352149000158533],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
187,0,187,0,10,347.8052220999962,347.8052220999962,0.023078300000634044,[-0.2833333333333333],[0.014814814814814815],[1],[0],[0],[1.5739004000206478],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
188,0,188,0,10,349.40819550002925,349.40819550002925,0.025457600015215576,[-0.31296296296296294],[0.3962962962962963],[1],[0],[0],[2.2048177999677137],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
189,0,189,0,5,351.62496340001235,351.62496340001235,0.012616600026376545,[-0.38981481481481484],[-0.4074074074074074],[1],[0],[0],[1.7682814999716356],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
190,0,190,0,10,353.42299280001316,353.42299280001316,0.023255700012668967,[0.21481481481481482],[0.3388888888888889],[1],[0],[0],[1.5900748999556527],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
191,0,191,0,5,355.02613559999736,355.02613559999736,0.013092499983031303,[0.30462962962962964],[-0.07685185185185185],[1],[0],[0],[1.6011824000161141],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
192,0,192,0,5,356.6517543999944,356.6517543999944,0.020544799976050854,[-0.22962962962962963],[-0.17407407407407408],[1],[0],[0],[1.4592391999904066],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
193,0,193,0,5,358.1285487000132,358.1285487000132,0.012706000008620322,[-0.4648148148148148],[0.43703703703703706],[1],[0],[0],[2.034053799987305],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
194,0,194,0,5,360.1795618000324,360.1795618000324,0.014889799989759922,[-0.49537037037037035],[0.3962962962962963],[1],[0],[0],[0.7489717000280507],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
195,0,195,0,5,360.94858860003296,360.94858860003296,0.015864200016949326,[-0.25833333333333336],[0.23148148148148148],[1],[0],[0],[1.1301420999807306],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
196,0,196,0,10,362.11518530000467,362.11518530000467,0.027152399998158216,[-0.0712962962962963],[-0.21481481481481482],[1],[0],[0],[2.385862700000871],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
197,0,197,0,10,364.52633510000305,364.52633510000305,0.024228299967944622,[0.3768518518518518],[-0.24537037037037038],[1],[0],[0],[1.37347829999635],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
198,0,198,0,5,365.9142861000146,365.9142861000146,0.012593500025104731,[-0.3990740740740741],[0.36018518518518516],[1],[0],[0],[2.3178421999909915],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
199,0,199,0,10,368.2622204000363,368.2622204000363,0.02287729998352006,[-0.39444444444444443],[0.13055555555555556],[1],[0],[0],[2.740311300032772],[0],['target'],Stuti,001,2023-09-15_12h02.53.556,visualsearch,2023.1.3,59.978791512390494,
